origin_country,destination_country,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_success
6,3,14,2,2020,1,3,2023,0,10,0,3.0,1,3,0,5.8,0
3,5,2,6,2021,1,1,2023,1,5,129891,3.08,4,4,3,7.0,1
1,2,11,3,2020,0,1,2022,1,2,62897,2.96,5,0,0,5.7,1
2,7,6,1,2020,0,4,2023,0,10,0,2.8,3,3,3,7.6,0
7,6,8,2,2023,0,2,2026,0,10,0,3.4,4,0,2,6.0,0
9,7,0,7,2019,1,3,2021,0,10,0,3.3,2,4,3,7.5,0
9,4,3,0,2022,0,2,2023,0,10,0,2.97,5,2,0,9.0,0
3,7,0,1,2023,1,4,2025,1,7,36993,3.7,0,2,0,8.1,1
4,3,1,7,2023,1,4,2026,1,3,85032,2.59,1,3,2,5.2,1
8,4,6,2,2019,0,2,2021,0,10,0,3.56,0,3,4,0.0,0
5,3,8,7,2023,1,4,2026,0,10,0,3.76,0,0,0,7.9,0
1,8,11,3,2020,0,1,2021,0,10,0,2.58,1,3,2,6.6,0
7,3,6,0,2020,0,0,2021,1,3,80143,3.87,3,2,2,8.4,1
3,2,13,4,2020,0,4,2021,1,2,129922,2.98,2,2,3,7.8,1
9,4,10,2,2020,0,4,2021,0,10,0,3.68,2,0,3,6.9,0
2,8,10,5,2022,1,3,2024,1,8,83326,2.8,3,1,0,8.3,1
3,6,0,7,2022,1,3,2024,1,6,96722,2.68,2,4,0,8.3,1
9,8,7,1,2023,0,4,2026,0,10,0,3.73,0,3,1,8.6,0
4,6,7,4,2020,1,0,2022,0,10,0,2.97,4,2,1,6.3,0
8,4,1,1,2019,1,3,2020,1,4,142424,3.29,3,1,0,5.4,1
8,7,8,0,2019,1,1,2021,1,7,95280,3.08,0,1,1,7.2,1
7,2,4,5,2020,1,1,2021,0,10,0,3.16,1,0,4,0.0,0
6,3,5,2,2023,1,4,2024,0,10,0,3.76,1,0,2,6.3,0
6,1,1,5,2019,1,0,2022,0,10,0,3.03,0,4,2,5.3,0
6,4,7,7,2023,1,1,2025,0,10,0,3.4,1,3,0,5.5,0
4,7,7,2,2021,1,2,2022,1,7,39871,3.63,0,0,3,8.1,1
6,9,12,2,2023,0,0,2026,0,10,0,3.6,0,1,1,7.3,0
9,0,10,5,2019,0,3,2020,1,0,52885,2.59,3,2,3,5.4,1
4,5,1,7,2020,1,0,2021,1,5,52838,2.8,5,4,3,5.5,1
2,7,0,3,2021,0,3,2022,1,7,43159,3.9,3,3,3,6.5,1
4,0,9,6,2020,1,0,2023,0,10,0,3.21,4,1,4,0.0,0
3,4,10,1,2020,1,3,2022,1,4,146855,3.05,2,1,1,7.9,1
2,8,4,6,2019,0,2,2022,0,10,0,3.36,0,2,2,8.4,0
4,5,12,2,2022,1,4,2025,1,5,36259,3.33,2,3,1,6.5,1
5,0,0,5,2021,1,3,2023,0,10,0,3.39,1,2,1,5.1,0
5,8,13,2,2021,1,4,2022,0,10,0,3.91,3,4,1,5.2,0
8,9,6,1,2021,0,4,2024,0,10,0,2.9,2,1,3,8.5,0
4,1,5,4,2023,0,0,2026,1,1,138461,2.95,1,2,4,0.0,1
4,1,6,5,2021,1,0,2023,1,1,149426,2.52,2,4,3,5.7,1
7,8,12,0,2019,0,2,2022,0,10,0,3.74,5,1,0,5.1,0
0,4,11,5,2021,0,4,2024,1,4,118410,2.9,4,2,3,7.9,1
3,9,11,7,2022,0,0,2023,0,10,0,2.7,1,2,1,8.8,0
6,5,12,0,2020,1,2,2023,1,5,133722,3.26,4,3,0,7.9,1
3,9,3,3,2021,1,4,2022,0,10,0,3.5,4,1,0,7.6,0
7,3,7,1,2020,0,1,2023,1,3,130301,2.74,0,1,2,8.9,1
1,9,9,5,2021,0,1,2023,0,10,0,2.55,5,0,0,8.4,0
7,1,6,4,2021,0,1,2024,1,1,87233,3.28,0,4,2,5.8,1
2,5,11,0,2022,1,4,2024,0,10,0,3.35,4,1,2,6.2,0
5,3,8,5,2022,0,2,2024,0,10,0,3.57,5,3,3,9.0,0
1,6,7,3,2021,0,2,2024,1,6,39600,3.78,1,0,2,6.2,1
9,4,11,6,2020,1,3,2023,1,4,63670,3.28,1,4,2,6.9,1
5,2,5,3,2022,1,0,2024,1,2,88028,3.2,2,1,3,5.8,1
5,1,12,3,2021,0,4,2024,1,1,72209,3.55,5,2,0,8.1,1
4,9,13,6,2019,1,3,2021,0,10,0,4.0,2,1,1,7.1,0
6,8,2,3,2023,1,2,2024,0,10,0,3.87,3,0,0,5.0,0
4,9,14,0,2019,0,4,2022,1,9,141761,3.3,2,3,3,5.4,1
5,6,11,5,2021,1,2,2023,0,10,0,3.37,2,4,4,0.0,0
1,2,0,0,2020,1,4,2021,1,2,148127,3.42,0,0,3,7.9,1
3,4,6,1,2020,1,4,2021,0,10,0,2.59,1,0,2,5.3,0
2,6,9,7,2019,1,2,2022,0,10,0,3.68,0,0,2,6.9,0
8,2,11,3,2021,1,0,2022,1,2,41890,2.9,4,1,4,0.0,1
9,2,9,4,2022,0,2,2025,1,2,72811,2.96,1,3,1,5.8,1
4,5,6,6,2020,0,3,2023,0,10,0,3.98,0,3,2,7.5,0
2,1,1,5,2020,1,2,2022,1,1,146625,3.03,4,0,0,7.2,1
1,0,7,1,2019,1,0,2022,1,0,78011,3.9,1,2,1,7.5,1
9,4,5,4,2021,0,4,2023,1,4,131718,3.38,3,0,0,7.6,1
9,3,10,6,2020,1,2,2022,1,3,48860,2.8,4,3,1,6.5,1
7,6,6,7,2022,0,2,2023,0,10,0,2.92,0,2,0,5.1,0
8,3,1,3,2021,0,3,2023,1,3,82036,3.78,2,1,4,0.0,1
2,6,11,3,2019,0,2,2021,0,10,0,4.0,4,4,1,8.0,0
9,4,9,4,2022,1,2,2023,1,4,75520,3.94,2,0,3,7.7,1
5,0,9,4,2019,1,3,2021,0,10,0,2.64,1,4,3,6.8,0
9,5,0,0,2023,0,3,2024,0,10,0,2.69,2,0,1,7.4,0
1,5,3,4,2022,0,2,2024,0,10,0,3.67,2,0,1,7.9,0
9,4,7,7,2019,1,0,2020,0,10,0,3.89,5,3,2,8.8,0
2,3,1,4,2022,1,3,2025,0,10,0,2.8,3,3,3,7.7,0
8,7,0,7,2021,0,3,2023,1,7,105543,3.08,4,3,0,6.8,1
1,9,12,7,2020,0,3,2023,0,10,0,3.46,4,3,0,8.9,0
7,2,5,6,2021,1,4,2023,1,2,60048,2.81,0,3,1,5.7,1
2,3,2,0,2020,1,2,2021,1,3,90473,3.54,2,4,1,8.6,1
3,6,3,4,2019,0,3,2020,0,10,0,3.82,3,2,0,8.1,0
4,3,4,1,2023,1,0,2026,1,3,76943,2.68,3,4,4,0.0,1
2,6,4,0,2019,0,3,2022,0,10,0,3.81,3,3,4,0.0,0
7,1,2,1,2019,1,0,2022,1,1,131515,2.58,3,2,0,8.2,1
8,0,13,7,2020,0,2,2023,0,10,0,3.41,5,2,1,5.2,0
7,5,8,4,2021,1,0,2022,0,10,0,3.68,0,1,2,8.7,0
7,1,2,2,2023,1,0,2024,1,1,38725,3.49,1,2,0,7.2,1
4,0,0,1,2019,0,1,2020,1,0,52962,3.86,3,1,0,6.4,1
1,9,10,7,2020,0,3,2023,0,10,0,2.56,0,0,1,6.5,0
7,3,13,6,2022,1,1,2025,1,3,128681,3.43,0,1,2,6.6,1
3,8,0,3,2023,1,0,2025,0,10,0,3.02,2,3,1,7.9,0
2,3,8,3,2020,1,2,2023,0,10,0,3.89,0,2,4,0.0,0
3,7,7,6,2022,0,3,2025,0,10,0,3.94,0,1,0,5.9,0
7,2,8,7,2021,0,2,2024,0,10,0,3.32,4,0,3,8.8,0
9,1,3,2,2023,0,1,2025,0,10,0,3.36,3,0,2,7.9,0
3,0,9,5,2023,0,4,2024,1,0,145471,3.83,2,0,2,8.5,1
9,8,4,6,2021,1,1,2024,1,8,135140,3.38,1,2,3,6.2,1
3,0,7,1,2020,0,0,2022,0,10,0,4.0,3,4,4,0.0,0
6,4,8,2,2023,1,0,2025,0,10,0,3.47,0,3,4,0.0,0
1,8,13,1,2023,0,1,2024,0,10,0,2.54,4,4,4,0.0,0
0,2,3,5,2023,0,3,2026,1,2,58542,3.82,2,1,2,6.2,1
8,3,6,6,2022,0,2,2025,0,10,0,3.37,5,2,4,0.0,0
5,8,9,2,2019,0,1,2022,0,10,0,3.94,5,1,4,0.0,0
4,7,4,2,2019,1,1,2021,0,10,0,3.76,4,1,2,8.9,0
3,5,14,6,2022,1,0,2024,1,5,73137,2.98,4,1,2,8.0,1
3,2,4,0,2023,0,4,2025,0,10,0,3.06,3,4,1,5.5,0
3,1,7,7,2020,1,0,2021,1,1,64773,3.79,5,1,2,7.6,1
4,8,6,0,2020,1,0,2023,1,8,113634,3.92,0,2,4,0.0,1
0,3,5,2,2021,0,0,2023,1,3,43564,3.65,5,3,2,8.3,1
5,6,8,4,2019,1,0,2020,1,6,83741,3.23,3,1,3,6.6,1
9,7,2,7,2020,1,1,2023,1,7,84168,3.59,0,4,1,8.4,1
9,2,8,3,2023,1,4,2024,0,10,0,2.93,5,3,2,7.5,0
4,1,7,1,2020,1,2,2023,0,10,0,2.58,1,3,4,0.0,0
6,3,3,6,2022,0,1,2023,0,10,0,3.43,5,3,1,7.6,0
8,6,2,4,2019,1,4,2022,0,10,0,2.54,2,3,4,0.0,0
0,7,11,4,2023,1,4,2026,1,7,104854,3.44,2,3,4,0.0,1
9,6,6,7,2020,1,4,2021,0,10,0,3.97,0,2,1,5.4,0
3,0,13,6,2023,0,3,2026,0,10,0,3.19,4,2,2,8.0,0
8,1,4,0,2019,1,0,2020,0,10,0,2.57,3,2,2,7.0,0
0,9,13,6,2020,0,4,2023,1,9,116914,3.34,3,4,1,7.9,1
5,2,8,5,2019,0,3,2022,0,10,0,3.7,4,0,0,5.2,0
1,5,9,7,2020,1,0,2021,0,10,0,3.2,3,0,0,5.9,0
8,9,3,0,2021,0,0,2022,1,9,65076,3.14,4,4,3,6.7,1
8,9,11,0,2021,1,4,2022,1,9,89105,3.76,1,1,2,8.4,1
0,6,2,4,2019,0,4,2022,0,10,0,3.71,1,4,2,7.0,0
9,8,6,0,2023,1,3,2025,0,10,0,3.49,5,0,1,7.0,0
5,1,7,1,2020,1,1,2023,1,1,100457,3.42,1,2,4,0.0,1
7,1,11,3,2020,1,3,2022,0,10,0,2.7,4,3,3,7.9,0
8,9,5,3,2023,1,0,2024,0,10,0,3.63,5,1,2,8.5,0
2,3,13,0,2022,0,1,2024,1,3,59592,3.34,1,4,2,8.5,1
0,7,4,0,2020,0,2,2021,1,7,36973,3.2,4,0,3,6.2,1
4,5,2,5,2019,0,0,2021,0,10,0,3.74,0,0,1,6.3,0
4,2,12,3,2020,0,2,2023,1,2,109666,3.53,4,1,4,0.0,1
9,6,1,2,2023,0,3,2026,0,10,0,3.52,0,2,0,7.5,0
4,2,1,1,2021,0,2,2023,1,2,87603,3.24,5,4,3,7.1,1
8,9,9,3,2023,0,0,2026,0,10,0,3.69,1,3,3,6.5,0
9,1,13,2,2021,1,0,2023,0,10,0,3.26,5,4,1,7.5,0
9,6,0,2,2021,1,3,2023,0,10,0,2.65,4,0,0,5.8,0
8,3,9,7,2022,1,0,2023,1,3,134643,3.84,2,4,1,6.6,1
2,6,4,1,2023,1,0,2026,0,10,0,2.7,5,3,1,6.6,0
5,4,10,4,2023,1,2,2025,1,4,33385,3.52,5,0,4,0.0,1
8,7,12,4,2023,0,1,2025,0,10,0,2.53,4,0,3,8.4,0
0,4,10,3,2022,1,2,2023,0,10,0,3.81,4,4,4,0.0,0
9,3,11,6,2020,0,3,2022,1,3,67159,3.18,2,1,3,5.4,1
9,1,4,0,2023,0,4,2026,1,1,115038,3.45,4,3,4,0.0,1
2,4,0,4,2019,0,0,2021,0,10,0,3.23,2,4,2,6.9,0
1,8,6,4,2022,0,1,2025,1,8,70607,3.07,5,3,0,6.5,1
9,4,3,1,2022,1,0,2023,0,10,0,2.81,3,3,4,0.0,0
3,2,5,4,2021,1,3,2023,0,10,0,3.28,5,4,2,5.7,0
3,9,12,2,2023,0,1,2026,1,9,143255,2.65,1,3,1,5.5,1
5,0,10,3,2020,0,1,2022,0,10,0,3.78,3,0,3,7.0,0
6,9,6,6,2019,0,4,2021,1,9,68584,3.11,3,1,3,7.8,1
2,8,6,7,2022,1,4,2024,1,8,145208,3.69,4,0,2,6.8,1
4,5,8,0,2022,0,0,2023,1,5,59275,2.52,0,0,2,5.2,1
3,6,8,5,2019,0,2,2022,1,6,66128,2.84,0,4,1,7.0,1
2,6,4,4,2023,1,1,2026,1,6,37124,2.87,4,2,3,5.6,1
5,4,0,4,2022,1,2,2023,1,4,107766,3.67,4,1,1,5.4,1
5,7,3,5,2023,0,2,2026,1,7,60159,3.7,0,1,2,9.0,1
4,9,7,3,2020,1,2,2023,0,10,0,3.01,4,2,1,7.2,0
4,5,12,5,2021,1,1,2022,0,10,0,2.52,3,2,2,6.5,0
6,7,13,4,2023,0,4,2024,0,10,0,3.05,0,2,2,8.7,0
9,5,7,1,2021,0,4,2023,1,5,135310,3.46,4,1,3,7.9,1
7,2,5,5,2020,0,1,2022,0,10,0,3.91,1,3,3,6.8,0
1,2,13,7,2019,0,0,2020,0,10,0,3.97,1,3,1,6.2,0
2,1,10,2,2020,0,3,2022,1,1,66546,2.78,1,4,0,9.0,1
3,9,14,2,2023,1,1,2026,1,9,115078,3.52,1,4,4,0.0,1
8,6,5,7,2023,1,0,2026,0,10,0,3.92,4,4,3,7.7,0
4,3,8,2,2021,1,3,2024,1,3,78417,2.59,5,3,3,6.7,1
0,8,11,7,2022,0,2,2024,0,10,0,3.93,1,3,4,0.0,0
4,8,12,5,2022,1,3,2024,1,8,139334,2.74,5,4,3,6.6,1
1,7,10,2,2020,1,1,2023,0,10,0,2.73,3,3,3,6.6,0
6,4,9,3,2023,0,3,2024,0,10,0,3.07,4,0,2,7.1,0
7,5,3,3,2023,1,2,2024,1,5,131188,3.42,5,0,2,7.2,1
5,9,3,7,2021,1,1,2023,0,10,0,2.84,4,4,4,0.0,0
6,4,11,3,2020,1,3,2022,0,10,0,2.89,0,3,3,6.5,0
1,2,1,4,2019,1,0,2022,0,10,0,2.63,2,4,2,6.5,0
8,7,10,1,2021,1,0,2023,0,10,0,3.99,2,1,1,8.2,0
6,7,1,7,2020,1,1,2022,1,7,58478,3.78,1,2,1,8.7,1
0,3,4,1,2022,1,2,2025,0,10,0,3.24,1,2,1,6.2,0
4,7,13,5,2020,1,1,2022,1,7,68788,3.79,3,3,0,6.4,1
6,1,9,0,2022,1,4,2023,0,10,0,3.7,4,1,0,5.3,0
5,7,4,7,2022,1,4,2024,1,7,132418,4.0,1,1,0,5.9,1
0,7,4,0,2022,0,1,2025,0,10,0,2.65,0,4,1,9.0,0
7,5,1,4,2020,1,3,2021,1,5,124785,2.6,1,1,3,5.3,1
3,8,5,5,2020,1,2,2021,1,8,36379,3.36,5,0,2,6.5,1
8,5,13,6,2021,1,2,2024,1,5,82469,3.25,3,0,3,5.0,1
0,5,7,0,2020,0,0,2022,0,10,0,3.69,0,2,2,6.5,0
4,6,2,2,2023,1,4,2026,1,6,70928,3.0,3,3,1,8.3,1
1,5,13,1,2019,1,3,2022,0,10,0,3.6,4,0,2,6.1,0
1,6,13,1,2020,0,2,2023,0,10,0,3.75,2,0,1,6.9,0
8,1,13,2,2019,0,4,2021,0,10,0,3.76,4,1,1,7.2,0
7,1,13,1,2023,1,4,2024,0,10,0,2.58,0,3,4,0.0,0
8,3,13,6,2023,0,0,2026,1,3,45474,3.42,0,4,0,8.2,1
4,2,6,5,2020,1,0,2023,1,2,89457,3.78,0,2,1,8.5,1
8,1,12,3,2020,0,4,2022,1,1,99756,2.62,4,0,1,7.0,1
5,0,10,0,2021,1,4,2024,1,0,75713,3.6,3,4,1,7.7,1
5,8,1,1,2021,0,3,2022,1,8,102826,3.75,2,0,2,5.6,1
4,3,13,3,2020,0,2,2022,0,10,0,3.19,0,1,2,8.5,0
7,1,8,7,2023,1,0,2024,1,1,54329,2.99,4,2,3,6.2,1
6,4,11,1,2022,1,3,2024,1,4,107462,3.81,3,2,2,5.6,1
2,6,3,3,2023,0,4,2025,0,10,0,2.55,1,3,2,6.9,0
3,1,0,1,2021,1,3,2022,0,10,0,3.49,3,2,1,5.8,0
6,0,9,4,2020,1,2,2021,0,10,0,3.82,3,3,0,5.1,0
5,4,4,2,2019,0,4,2022,1,4,147562,2.91,0,0,0,6.1,1
8,0,2,6,2021,0,1,2022,0,10,0,3.81,2,1,3,7.5,0
2,9,14,7,2021,0,0,2023,1,9,121880,3.74,1,4,2,7.5,1
8,3,5,5,2021,0,0,2024,1,3,144473,3.8,3,3,0,5.8,1
3,7,5,1,2020,1,1,2022,1,7,149053,3.44,3,4,1,7.2,1
1,2,12,7,2023,0,3,2024,0,10,0,3.62,2,1,2,8.4,0
8,5,8,1,2022,1,3,2023,0,10,0,3.17,4,2,4,0.0,0
4,3,2,6,2023,0,1,2025,0,10,0,3.67,0,3,1,8.6,0
8,0,1,4,2019,1,4,2022,1,0,80186,3.2,4,4,1,5.2,1
1,8,0,7,2019,0,2,2021,1,8,91723,2.83,3,0,1,5.6,1
8,0,3,1,2020,0,3,2023,1,0,134142,2.93,1,0,1,7.6,1
0,3,3,3,2021,0,4,2023,0,10,0,3.3,1,1,3,8.4,0
9,6,13,1,2021,1,1,2023,0,10,0,2.71,4,2,2,5.8,0
2,6,7,1,2020,0,4,2023,1,6,143427,2.57,3,4,1,6.0,1
8,7,9,2,2019,1,2,2022,0,10,0,2.95,3,0,1,8.7,0
1,2,14,0,2022,0,3,2024,1,2,120809,3.34,1,3,0,7.0,1
0,7,3,3,2022,1,2,2024,1,7,57682,3.72,0,0,3,8.0,1
7,3,12,1,2020,1,2,2023,0,10,0,3.71,3,1,3,5.3,0
5,7,12,4,2021,1,1,2023,1,7,137512,2.9,2,4,1,5.3,1
5,7,9,1,2023,1,4,2026,0,10,0,3.84,4,2,1,6.6,0
8,9,6,0,2019,0,3,2020,0,10,0,3.75,0,0,3,6.0,0
6,1,0,2,2020,1,3,2022,1,1,72239,3.29,4,4,1,9.0,1
5,6,7,1,2019,0,4,2020,0,10,0,3.49,0,1,2,5.5,0
0,1,7,2,2022,1,0,2025,1,1,47736,3.59,1,1,0,6.0,1
8,3,4,6,2020,1,4,2021,0,10,0,3.37,4,2,1,6.8,0
1,2,3,5,2019,1,4,2021,0,10,0,2.84,0,3,0,7.3,0
4,9,4,2,2023,0,2,2026,0,10,0,2.92,3,2,2,6.9,0
7,9,4,5,2023,1,4,2024,1,9,105344,3.2,5,0,1,6.0,1
4,1,9,2,2023,1,4,2026,0,10,0,3.96,5,3,0,6.4,0
7,3,11,2,2022,0,4,2025,0,10,0,2.88,2,1,3,8.3,0
8,9,2,0,2023,0,3,2026,0,10,0,3.27,5,2,2,5.7,0
8,4,12,6,2021,1,4,2022,0,10,0,3.58,1,0,0,6.2,0
3,2,7,7,2021,0,3,2023,0,10,0,3.77,5,1,0,7.4,0
7,3,4,2,2023,0,3,2025,1,3,31610,2.76,4,0,1,8.1,1
5,2,7,7,2020,1,0,2023,1,2,137046,3.64,4,3,3,8.8,1
9,8,6,4,2019,0,2,2020,0,10,0,2.93,2,0,0,6.6,0
2,3,0,3,2019,0,3,2022,1,3,76261,3.81,4,3,3,6.2,1
6,7,4,6,2021,1,0,2024,0,10,0,3.49,4,3,4,0.0,0
0,5,1,3,2022,1,3,2024,0,10,0,3.32,1,4,4,0.0,0
4,9,8,1,2020,1,4,2022,1,9,56876,3.52,4,4,2,6.4,1
2,4,6,3,2020,1,0,2023,0,10,0,3.71,0,3,2,6.5,0
1,4,5,3,2021,0,1,2022,0,10,0,3.83,1,1,0,8.8,0
7,3,0,5,2020,0,4,2023,0,10,0,3.75,4,0,3,5.3,0
4,9,1,2,2020,1,0,2021,1,9,66272,3.9,4,4,3,6.8,1
3,6,8,2,2019,1,2,2020,0,10,0,3.58,3,1,1,6.3,0
3,7,8,3,2020,0,2,2023,1,7,140579,3.97,0,3,3,7.9,1
8,3,14,2,2019,0,2,2022,0,10,0,3.75,3,2,4,0.0,0
8,5,3,4,2020,1,3,2022,0,10,0,3.14,3,3,4,0.0,0
4,6,12,6,2020,0,2,2021,1,6,109872,3.01,5,2,4,0.0,1
4,5,13,5,2021,0,4,2023,0,10,0,3.37,0,2,0,5.2,0
7,9,2,4,2023,1,3,2026,0,10,0,3.73,1,0,2,5.2,0
7,2,2,1,2021,1,0,2023,0,10,0,2.55,0,1,0,5.7,0
0,2,8,5,2022,1,3,2024,0,10,0,2.81,4,4,1,5.5,0
9,5,1,4,2022,0,2,2025,1,5,101376,3.28,2,2,2,6.8,1
3,9,9,7,2022,1,0,2025,0,10,0,2.85,2,3,1,6.8,0
6,3,14,1,2021,1,4,2024,1,3,121690,2.85,2,3,3,7.7,1
8,4,11,4,2020,1,4,2021,0,10,0,3.49,5,0,3,7.7,0
4,8,11,7,2021,0,4,2022,1,8,77993,3.0,3,2,4,0.0,1
0,3,12,3,2020,1,2,2021,1,3,129131,2.8,4,0,2,6.8,1
3,8,13,5,2019,1,2,2020,1,8,140774,2.74,3,0,0,5.6,1
7,8,5,6,2021,0,1,2023,1,8,94130,3.46,0,4,4,0.0,1
7,0,12,5,2022,0,2,2025,1,0,63671,3.48,0,2,1,5.7,1
9,6,4,5,2021,0,2,2023,0,10,0,2.56,0,1,3,6.0,0
4,1,2,1,2019,1,1,2022,0,10,0,3.9,3,0,0,8.0,0
0,8,10,7,2020,0,0,2021,0,10,0,4.0,1,2,1,8.3,0
8,5,2,1,2023,1,2,2024,0,10,0,3.57,3,3,2,5.9,0
7,5,6,1,2022,1,4,2023,0,10,0,2.76,5,1,2,8.6,0
2,5,4,6,2021,0,4,2022,0,10,0,2.63,2,0,2,8.2,0
0,2,12,7,2021,0,0,2023,0,10,0,2.78,1,1,3,5.3,0
6,4,8,6,2019,0,4,2022,1,4,55918,3.57,0,4,4,0.0,1
0,1,14,2,2020,0,3,2023,0,10,0,3.34,4,0,3,6.4,0
6,9,7,6,2023,0,2,2024,1,9,75732,3.85,0,0,3,6.3,1
5,2,1,2,2023,0,3,2025,1,2,79955,3.02,0,1,1,6.4,1
8,1,9,0,2021,1,1,2022,0,10,0,3.29,3,1,2,8.7,0
4,8,8,7,2022,0,1,2024,1,8,117380,3.08,4,1,0,5.9,1
5,3,6,3,2019,1,3,2022,1,3,84319,4.0,5,1,3,6.3,1
4,0,7,3,2023,1,0,2025,0,10,0,3.64,0,0,1,6.2,0
7,9,5,2,2019,1,0,2020,1,9,127266,3.23,2,2,4,0.0,1
9,5,7,5,2020,0,1,2023,1,5,148489,3.65,5,4,3,5.9,1
1,6,14,0,2020,0,2,2021,1,6,98184,2.51,5,0,3,6.6,1
3,2,9,3,2020,1,3,2023,0,10,0,3.49,5,3,0,7.9,0
4,9,9,5,2019,1,3,2021,1,9,58240,3.6,0,1,4,0.0,1
8,3,7,1,2022,0,3,2023,0,10,0,3.29,0,2,2,7.9,0
2,0,11,1,2019,0,1,2021,1,0,90505,2.74,1,1,3,7.0,1
2,5,9,7,2019,0,3,2021,0,10,0,3.81,4,4,4,0.0,0
7,3,4,6,2022,0,3,2024,1,3,39499,3.49,4,2,4,0.0,1
9,2,4,1,2020,1,1,2023,0,10,0,3.5,2,2,3,8.7,0
0,8,0,3,2023,0,3,2026,0,10,0,3.94,5,4,0,6.4,0
5,6,5,4,2023,1,0,2024,1,6,96239,2.57,4,3,1,8.1,1
5,9,7,6,2023,1,2,2024,1,9,110416,3.22,2,4,4,0.0,1
3,5,13,6,2019,0,3,2021,0,10,0,2.88,1,1,4,0.0,0
3,8,3,5,2022,0,1,2024,1,8,90636,2.75,4,3,1,7.3,1
6,7,8,0,2020,1,4,2022,1,7,128379,3.55,4,3,2,6.6,1
1,0,7,1,2022,0,4,2025,0,10,0,3.73,4,0,1,7.6,0
4,2,14,1,2020,1,0,2021,1,2,73064,3.94,5,3,4,0.0,1
8,4,7,0,2020,0,2,2022,0,10,0,3.01,0,4,3,5.5,0
9,6,6,0,2019,1,1,2021,0,10,0,3.65,5,3,4,0.0,0
2,9,5,5,2020,0,4,2021,1,9,125678,3.37,4,1,3,6.0,1
1,8,9,6,2020,1,3,2021,1,8,89445,3.7,3,1,0,8.4,1
7,2,7,5,2019,1,4,2021,0,10,0,2.58,0,2,4,0.0,0
7,6,11,6,2020,0,3,2023,1,6,65149,3.08,1,2,0,6.8,1
0,2,9,3,2021,1,2,2022,1,2,104265,3.29,5,2,2,7.4,1
9,0,9,6,2023,0,4,2026,1,0,34627,3.23,5,2,0,5.8,1
3,1,13,4,2021,1,0,2022,1,1,140336,3.32,2,2,2,7.6,1
8,2,7,1,2022,0,1,2024,1,2,78139,2.8,0,4,3,7.2,1
3,1,5,6,2022,1,0,2024,0,10,0,2.79,1,3,0,8.1,0
6,8,1,1,2020,1,3,2022,0,10,0,3.42,0,3,3,5.7,0
6,5,7,7,2023,1,0,2025,1,5,126677,3.81,5,0,4,0.0,1
1,5,1,1,2021,0,2,2023,1,5,30975,3.11,4,0,2,7.8,1
9,1,8,4,2021,0,1,2024,0,10,0,3.73,3,0,2,6.2,0
1,0,4,3,2022,0,2,2024,1,0,58434,2.65,5,1,4,0.0,1
2,9,13,6,2022,0,4,2025,1,9,69734,3.66,4,4,4,0.0,1
5,0,6,0,2019,1,3,2020,1,0,92807,3.99,0,2,2,6.0,1
3,8,6,0,2019,0,2,2022,1,8,149191,3.56,0,0,2,5.2,1
0,3,11,6,2020,0,2,2021,1,3,39109,3.86,0,2,2,5.4,1
3,6,10,1,2020,0,1,2021,1,6,100099,2.96,0,3,0,7.9,1
6,1,10,4,2021,1,1,2024,0,10,0,3.43,4,0,3,8.7,0
4,5,1,4,2020,0,0,2023,1,5,87554,2.78,1,0,2,7.3,1
9,0,13,3,2022,1,0,2024,0,10,0,2.88,1,0,0,5.9,0
5,2,0,3,2019,1,4,2020,0,10,0,3.06,4,4,1,5.8,0
2,4,7,2,2020,0,3,2022,1,4,57960,3.12,3,0,2,5.6,1
1,7,6,7,2022,1,2,2024,0,10,0,2.85,1,4,4,0.0,0
8,4,8,2,2022,1,3,2025,1,4,118453,3.0,2,2,2,8.2,1
3,2,13,6,2022,1,1,2023,1,2,98688,3.5,4,2,0,8.5,1
6,2,2,0,2020,0,0,2023,1,2,126613,3.11,1,1,2,9.0,1
8,1,2,2,2021,1,3,2024,0,10,0,2.62,1,4,1,8.5,0
7,6,1,3,2022,0,0,2025,0,10,0,3.83,4,1,4,0.0,0
5,7,4,7,2023,0,4,2026,1,7,46093,3.77,3,0,2,7.3,1
6,4,11,2,2022,1,4,2025,1,4,148269,3.69,1,1,3,6.6,1
3,2,7,6,2020,1,0,2023,1,2,96965,3.11,2,2,0,6.8,1
5,4,1,5,2023,1,2,2025,0,10,0,3.84,5,1,0,7.2,0
2,6,12,7,2020,1,1,2021,0,10,0,3.29,1,4,3,5.5,0
3,6,1,2,2022,1,3,2024,1,6,120484,3.43,2,3,2,5.8,1
5,2,1,5,2019,0,4,2020,0,10,0,3.46,4,2,1,7.6,0
8,0,11,0,2020,1,2,2023,1,0,31078,3.9,2,1,4,0.0,1
4,1,8,5,2022,1,1,2025,0,10,0,3.08,3,4,4,0.0,0
1,4,1,7,2023,0,2,2026,0,10,0,2.66,0,4,4,0.0,0
6,7,3,7,2022,1,2,2023,0,10,0,2.73,4,4,2,8.4,0
7,1,9,7,2023,1,2,2025,1,1,104059,3.95,5,4,3,5.9,1
2,5,1,6,2019,1,1,2020,0,10,0,2.93,5,1,3,8.1,0
